name,price,href,rpm,noise_level,color,size
Thermaltake TOUGHLIQUID ARGB,,https://pcpartpicker.com/product/XnyH99/thermaltake-toughliquid-argb-7169-cfm-liquid-cpu-cooler-cl-w336-pl12gm-a,"500,2500",28.1,Black,360
Thermalright Frozen Magic ARGB,,https://pcpartpicker.com/product/yWJp99/thermalright-frozen-magic-argb-6617-cfm-liquid-cpu-cooler-frozen-magic-240-argb,1500,25.6,Black,240
Thermalright Frozen Fusion,,https://pcpartpicker.com/product/gn9wrH/thermalright-frozen-fusion-69-cfm-liquid-cpu-cooler-frozen-fusion-360-black,2150,28.1,Black,360
Deepcool CASTLE R,,https://pcpartpicker.com/product/brC48d/deepcool-castle-r-664-cfm-liquid-cpu-cooler-dp-gs-h12-csl240r,"500,1800",32,Black,240
SilentiumPC Navis Pro 120,,https://pcpartpicker.com/product/bfcgXL/silentiumpc-navis-pro-120-liquid-cpu-cooler-spc157,"800,2300",,Black,120
ID-COOLING IS-28i BLACK,,https://pcpartpicker.com/product/Bn4Zxr/id-cooling-is-28i-black-40-cfm-cpu-cooler-is-28i-black,"800,3600",35.8,Black,
ID-COOLING IS-30i,,https://pcpartpicker.com/product/fzwmP6/id-cooling-is-30i-40-cfm-cpu-cooler-is-30i,"800,3600","17,35.8",Black / Silver,
ID-COOLING IS-37-XT BLACK,,https://pcpartpicker.com/product/GTTZxr/id-cooling-is-37-xt-black-40-cfm-cpu-cooler-is-37-xt-black,"800,3600","17,35.8",Black,
ID-COOLING FX120,,https://pcpartpicker.com/product/QWTZxr/id-cooling-fx120-7616-cfm-liquid-cpu-cooler-fx120,"500,1800",35.2,Black,120
ID-COOLING FX240,,https://pcpartpicker.com/product/FDdG3C/id-cooling-fx240-7616-cfm-liquid-cpu-cooler-fx240,"700,1800",35.2,Black,240
ID-COOLING ZOOMFLOW XT ELITE,,https://pcpartpicker.com/product/kQ26Mp/id-cooling-zoomflow-xt-elite-565-cfm-liquid-cpu-cooler-zoomflow-240-xt-elite,"900,2000","16.2,31.5",Black,240
ID-COOLING SE-206-XT ARGB,,https://pcpartpicker.com/product/kBpQzy/id-cooling-se-206-xt-argb-7616-cfm-cpu-cooler-se-206-xt-argb,"700,1800",35.2,Black,
ID-COOLING SE-206-XT,,https://pcpartpicker.com/product/rjkH99/id-cooling-se-206-xt-7616-cfm-cpu-cooler-se-206-xt-white,"700,1800",35.2,White,
ID-COOLING SE-214-XT HAFF,,https://pcpartpicker.com/product/73QKHx/id-cooling-se-214-xt-haff-682-cfm-cpu-cooler-se-214-xt-haff,"800,1500",30.5,Black,
ID-COOLING SE-912i-PWM,,https://pcpartpicker.com/product/CXtLrH/id-cooling-se-912i-pwm-284-cfm-cpu-cooler-se-912i-pwm,"500,1800",22.8,Black / Silver,
GAMDIAS BOREAS M2-51D,,https://pcpartpicker.com/product/4sDQzy/gamdias-boreas-m2-51d-7294-cfm-cpu-cooler-boreas-m2-51d-wh,"800,1800","10,32",White,
TRYX PANORAMA,,https://pcpartpicker.com/product/KB88TW/tryx-panorama-1003-cfm-liquid-cpu-cooler-l-p280n-ds2m-g0w,"500,1650",32,White,280
RAIJINTEK DELOS RBW,39.99,https://pcpartpicker.com/product/2Wkj4D/raijintek-delos-rbw-2034-cfm-cpu-cooler-0r10b00096,"650,2000",22.95,Black,
Thermaltake CL-P0257,99.99,https://pcpartpicker.com/product/HJ4gXL/thermaltake-cpu-cooler-clp0257,1700,17,,
Antec KUHLER Flow,,https://pcpartpicker.com/product/bxJwrH/antec-cpu-cooler-kuhlerflow,,,,
Evercool HPH-9525CU,25.99,https://pcpartpicker.com/product/4kBv6h/evercool-cpu-cooler-hph9525cu,1800,20,,
Dynatron R13,47.95,https://pcpartpicker.com/product/tP4gXL/dynatron-cpu-cooler-r13,"1100,6000","19.1,53.8",,
Silverstone Argon AR09-115XS,42.37,https://pcpartpicker.com/product/4vGj4D/silverstone-sst-ar09-115xs-279-cfm-ball-bearing-cpu-cooler-sst-ar09-115xs,"1200,5000","18.02,42.5",,
Antec KUHLER Shelf,,https://pcpartpicker.com/product/24fp99/antec-cpu-cooler-kuhlershelf,,,,
Cooler Master DI5-8E5PA-0L-GP,,https://pcpartpicker.com/product/2ZTmP6/cooler-master-cpu-cooler-di58e5pa0lgp,2800,22,,
Cooler Master GeminII S,,https://pcpartpicker.com/product/ghckcf/cooler-master-cpu-cooler-rrcchpbu1gp,"1000,2000","17,21",,
Cooler Master RR-H101-22FK-RA,,https://pcpartpicker.com/product/Jqzv6h/cooler-master-cpu-cooler-rrh10122fkra,2200,22,,
Cooler Master RR-V6SV-22PR-R1,,https://pcpartpicker.com/product/xtfp99/cooler-master-cpu-cooler-rrv6sv22prr1,"800,2200","15,38",,
Evercool CI01-9525EP,,https://pcpartpicker.com/product/T73RsY/evercool-cpu-cooler-ci019525ep,"900,2600","12,31",,
Thermaltake A4012-02,,https://pcpartpicker.com/product/NZTmP6/thermaltake-cpu-cooler-a401202,2500,21,,
Thermaltake A4021,47.99,https://pcpartpicker.com/product/cVK7YJ/thermaltake-cpu-cooler-a4021,2200,18,,
Thermaltake A4022,,https://pcpartpicker.com/product/dtfp99/thermaltake-cpu-cooler-a4022,1300,,,
Thermaltake CL-P0401,69.98,https://pcpartpicker.com/product/mRPfrH/thermaltake-cpu-cooler-clp0401,"1300,2000","16,24",,
Thermaltake CLP0527,,https://pcpartpicker.com/product/hdV48d/thermaltake-cpu-cooler-clp0527,"800,1700",16,,
Thermaltake CLP0534,,https://pcpartpicker.com/product/8mTmP6/thermaltake-cpu-cooler-clp0534,"1200,2400","20,26.9",,
Thermaltake CLP0554,,https://pcpartpicker.com/product/GHMFf7/thermaltake-cpu-cooler-clp0554,"1000,1600","19,28",,
Zalman 9500A,,https://pcpartpicker.com/product/8CXfrH/zalman-cpu-cooler-9500a,"1350,2600","18,27",,
Zalman CNPS 7500 AlCu LED,,https://pcpartpicker.com/product/wHMFf7/zalman-cpu-cooler-cnps7500alculed,"1150,2300","17,32",,
Zalman CNPS 7500 Cu LED,,https://pcpartpicker.com/product/xNh9TW/zalman-cpu-cooler-cnps7500culed,"1150,2300","17,32",,
Zalman CNPS 8700 NT,,https://pcpartpicker.com/product/rPBv6h/zalman-cpu-cooler-cnps8700nt,"1150,2100","17.5,30",,
Thermaltake CL-P0503,,https://pcpartpicker.com/product/7b9KHx/thermaltake-cpu-cooler-clp0503,2900,29.58,,
Zalman CNPS 9700 NT,,https://pcpartpicker.com/product/Fqzv6h/zalman-cpu-cooler-cnps9700nt,"1250,2800","19.5,35",,
Thermaltake CL-P0508,,https://pcpartpicker.com/product/3J4gXL/thermaltake-cpu-cooler-clp0508,"1300,2000","16,24",,
Xion XON-HP9310P,,https://pcpartpicker.com/product/tyPfrH/xion-cpu-cooler-xonhp9310p,"1000,3000","16,25.3",,
Zalman CNPS10X Extreme,,https://pcpartpicker.com/product/3vyFf7/zalman-cpu-cooler-cnps10xextreme,"1000,2150","20,39",,
Scythe SCBSK-1000,,https://pcpartpicker.com/product/XWqdnQ/scythe-cpu-cooler-scbsk1000,"650,2200",,,
Zalman CNPS7000C-AlCu,,https://pcpartpicker.com/product/k73RsY/zalman-cpu-cooler-cnps7000calcu,"1350,2400","17,24",,
Evercool HPJ-12025,,https://pcpartpicker.com/product/pvyFf7/evercool-cpu-cooler-hpj12025,1000,21,,
Evercool HPK-10025EA,,https://pcpartpicker.com/product/ZdV48d/evercool-cpu-cooler-hpk10025ea,1800,23,,
Silverstone NT01-E,,https://pcpartpicker.com/product/nCXfrH/silverstone-cpu-cooler-nt01e,,0,,
Masscool 5U1082F1M4,,https://pcpartpicker.com/product/JZTmP6/masscool-cpu-cooler-5u1082f1m4,"2000,3600","23,45.9",,
Masscool 5W1081F1M3,,https://pcpartpicker.com/product/PNh9TW/masscool-cpu-cooler-5w1081f1m3,2400,31,,
Masscool 8W501B1M3G,,https://pcpartpicker.com/product/dcn2FT/masscool-cpu-cooler-8w501b1m3g,2400,26.2,,
Masscool 8W553B1M3,,https://pcpartpicker.com/product/ZDg323/masscool-cpu-cooler-8w553b1m3,2400,26.2,,
Masscool 8WA743,,https://pcpartpicker.com/product/XNh9TW/masscool-cpu-cooler-8wa743,"800,2800","20,34",,
Masscool 8WT15-38,,https://pcpartpicker.com/product/vcn2FT/masscool-cpu-cooler-8wt1538,2400,30,,
Rosewill RCX-Z2,,https://pcpartpicker.com/product/W6tCmG/rosewill-cpu-cooler-rcxz2,"500,3400","17,34.2",,
Rosewill RCX-Z90-CP,,https://pcpartpicker.com/product/DK9KHx/rosewill-cpu-cooler-rcxz90cp,"600,3000","13.5,26.5",,
Scythe SCNJ-3000,,https://pcpartpicker.com/product/KdV48d/scythe-cpu-cooler-scnj3000,"470,1900","9.8,27.3",,
Scythe SCRT-1000,,https://pcpartpicker.com/product/kyPfrH/scythe-cpu-cooler-scrt1000,"470,1900","9.8,27.3",,
Scythe SCSMZ-2000,,https://pcpartpicker.com/product/W73RsY/scythe-cpu-cooler-scsmz2000,"300,2500","7.2,31.07",,
Scythe SCYS-1000,,https://pcpartpicker.com/product/Hs4gXL/scythe-cpu-cooler-scys1000,"470,1900","7.05,27.3",,
Silverstone NT06-E,,https://pcpartpicker.com/product/js4gXL/silverstone-cpu-cooler-nt06e,,0,,
Zalman CNPS8000A,,https://pcpartpicker.com/product/VHMFf7/zalman-cpu-cooler-cnps8000a,"1400,2600","20,30",,
Zalman CNPS5X SZ,,https://pcpartpicker.com/product/bWqdnQ/zalman-cpu-cooler-cnps5xsz,"1400,2800","20,32",,
Xigmatek Balder SD1283,,https://pcpartpicker.com/product/MdV48d/xigmatek-cpu-cooler-baldersd1283,"1000,2200",28,,
Xigmatek D982,,https://pcpartpicker.com/product/gmTmP6/xigmatek-cpu-cooler-d982,"1500,2500",22,,
Xigmatek Dark Knight S1283V,,https://pcpartpicker.com/product/ffzv6h/xigmatek-cpu-cooler-darkknights1283v,"1000,2200",30.1,,
Xigmatek EP-CD903,,https://pcpartpicker.com/product/HDg323/xigmatek-cpu-cooler-epcd903,"1200,2500",28,,
Xigmatek HDT-D1284,,https://pcpartpicker.com/product/tBn2FT/xigmatek-cpu-cooler-hdtd1284,"800,1500",27.2,,
Xigmatek HDT-S963,,https://pcpartpicker.com/product/LBn2FT/xigmatek-cpu-cooler-hdts963,"1200,2800","23,35",,
Xigmatek HDT-SD964,,https://pcpartpicker.com/product/9LR48d/xigmatek-cpu-cooler-hdtsd964,"1200,2800","22,30",,
Xigmatek Cobra - D984,,https://pcpartpicker.com/product/jQW9TW/xigmatek-cpu-cooler-cobrad984,"1000,2800","20,28",,
ZEROtherm CF800-MK III,,https://pcpartpicker.com/product/xmTmP6/zerotherm-cpu-cooler-cf800mkiii,"900,2600",30,,
Zalman CNPS11X Extreme,,https://pcpartpicker.com/product/tWQypg/zalman-cpu-cooler-cnps11xextreme,"1000,1950","17,33",,
Antec Performance Max,,https://pcpartpicker.com/product/6DR48d/antec-cpu-cooler-performancemax,,,,
Scythe SCMN-2000,,https://pcpartpicker.com/product/qmMFf7/scythe-cpu-cooler-scmn2000,"500,1700","9.6,36.4",,
Thermaltake CLP0532,,https://pcpartpicker.com/product/xxBv6h/thermaltake-cpu-cooler-clp0532,2500,34,,
Thermaltake CLP0550,,https://pcpartpicker.com/product/yxBv6h/thermaltake-cpu-cooler-clp0550,"740,3700","21,40",,
Thermaltake CLP0555,,https://pcpartpicker.com/product/V2sKHx/thermaltake-cpu-cooler-clp0555,"300,2500","12,16",,
EVGA M020-00-000234,,https://pcpartpicker.com/product/HMW9TW/evga-cpu-cooler-m02000000234,"750,2500","13.2,41.5",,
Enzotech Extreme-X Rev.A,,https://pcpartpicker.com/product/HHmLrH/enzotech-cpu-cooler-extremexreva,"1000,2500","15.8,43.3",,
Evercool HPI-12025,,https://pcpartpicker.com/product/WQH323/evercool-cpu-cooler-hpi12025,"1200,1800","23,30",,
Gelid Solutions Slim Silence 775,,https://pcpartpicker.com/product/4zV48d/gelid-solutions-cpu-cooler-slimsilence775,"1100,2300","15,24.5",,
Gelid Solutions Slim Silence AM2,,https://pcpartpicker.com/product/ZpPfrH/gelid-solutions-cpu-cooler-slimsilenceam2,"1200,2500","15,27.2",,
Logisys AC2200BT,,https://pcpartpicker.com/product/9DR48d/logisys-cpu-cooler-ac2200bt,2200,30.1,,
Logisys AC4400BT,,https://pcpartpicker.com/product/tfTmP6/logisys-cpu-cooler-ac4400bt,2200,30.1,,
Logisys IC106,,https://pcpartpicker.com/product/RmMFf7/logisys-cpu-cooler-ic106,2200,25,,
Logisys IC207,,https://pcpartpicker.com/product/pw4gXL/logisys-cpu-cooler-ic207,2500,25,,
Logisys IC4100AST,,https://pcpartpicker.com/product/3YDwrH/logisys-cpu-cooler-ic4100ast,2200,30.1,,
TUNIQ T-120-LFB,,https://pcpartpicker.com/product/CxBv6h/tuniq-cpu-cooler-t120lfb,"1000,2000",,,
TUNIQ Tower 120,,https://pcpartpicker.com/product/wBBv6h/tuniq-cpu-cooler-tower120,"1000,2000",,,
Thermalright U120eXtrem1366RT R-C,,https://pcpartpicker.com/product/Ys3RsY/thermalright-cpu-cooler-u120extrem1366rtrc,1600,28,,
Sunbeam CR-CCTF92-4,,https://pcpartpicker.com/product/nK9KHx/sunbeam-cpu-cooler-crcctf924,"1200,2200",27,,
Thermalright Silver Arrow,,https://pcpartpicker.com/product/6CYXsY/thermalright-silver-arrow-cpu-cooler-silver-arrow,"500,1300","17,21",,
Enermax ETD-T60-TB,,https://pcpartpicker.com/product/9x3RsY/enermax-cpu-cooler-etdt60tb,"800,1800","10,21",,
Enermax ETD-T60-VD,,https://pcpartpicker.com/product/XCYXsY/enermax-cpu-cooler-etdt60vd,"800,1800","16,21",,
Evercool HPKC-10025EA,,https://pcpartpicker.com/product/YMW9TW/evercool-cpu-cooler-hpkc10025ea,1800,23,,
Gelid Solutions Siberian,,https://pcpartpicker.com/product/psGkcf/gelid-solutions-siberian-5185-cfm-cpu-cooler-cc-siberian-01,"900,2200","10,22.5",,
Gelid Solutions Slim Silence I-Plus,,https://pcpartpicker.com/product/MRW9TW/gelid-solutions-slim-silence-i-plus-258-cfm-ball-bearing-cpu-cooler-cc-ssilence-iplus,"1200,2600","15,27.8",,
Gelid Solutions CC-GX7-01-A,,https://pcpartpicker.com/product/tTyFf7/gelid-solutions-cpu-cooler-ccgx701a,"600,1800","10,26.8",,
ZEROtherm BTF90,,https://pcpartpicker.com/product/6fTmP6/zerotherm-cpu-cooler-btf90,"750,2500","18,27",,
ZEROtherm ZT-1000D 775,,https://pcpartpicker.com/product/jMW9TW/zerotherm-cpu-cooler-zt1000d775,2500,,,
SilenX EFZ-100HA1,,https://pcpartpicker.com/product/ybPfrH/silenx-cpu-cooler-efz100ha1,"1000,2000","8,24",,
Enermax ETS-T40-VD,,https://pcpartpicker.com/product/GcXfrH/enermax-cpu-cooler-etst40vd,"800,1800","16,21",,
Syba CL-CNL-EOLE802,,https://pcpartpicker.com/product/d8tCmG/syba-cpu-cooler-clcnleole802,2200,25,,
Scythe SCNJ-3100,,https://pcpartpicker.com/product/NqvRsY/scythe-cpu-cooler-scnj3100,"470,1900","7.05,37",,
Titan TTC-NK35TZ/RPW/V2,,https://pcpartpicker.com/product/xrFPxr/titan-cpu-cooler-ttcnk35tzrpwv2,"900,2800","12,31",,
Prolimatech PRO-PNTH,,https://pcpartpicker.com/product/BmtCmG/prolimatech-cpu-cooler-propnth,,,,
Thermaltake CLP0533,,https://pcpartpicker.com/product/BrFPxr/thermaltake-cpu-cooler-clp0533,"1000,6000","21,48",,
Prolimatech PRO-MGH-C,,https://pcpartpicker.com/product/NkMFf7/prolimatech-cpu-cooler-promghc,,26,,
Nexus FLC-3000 R2,,https://pcpartpicker.com/product/2fbp99/nexus-cpu-cooler-flc3000r2,"900,2500","15,24",,
Scythe SCBSK-2000,,https://pcpartpicker.com/product/ydR48d/scythe-cpu-cooler-scbsk2000,,"9.32,33.67",,
Logisys IC211HTPC,,https://pcpartpicker.com/product/2hH323/logisys-cpu-cooler-ic211htpc,2600,28,,
Logisys MC4004IEXT,,https://pcpartpicker.com/product/dBV48d/logisys-cpu-cooler-mc4004iext,"900,2200","17.8,28.1",,
Logisys MC106,,https://pcpartpicker.com/product/7msKHx/logisys-cpu-cooler-mc106,1500,19,,
Logisys MC6001IM,,https://pcpartpicker.com/product/qGCwrH/logisys-cpu-cooler-mc6001im,"700,1200","18.2,26.7",,
Logisys MC4005IB,,https://pcpartpicker.com/product/9bMFf7/logisys-cpu-cooler-mc4005ib,"900,1500","21.4,32.1",,
Logisys IC4300X4,,https://pcpartpicker.com/product/wgg323/logisys-cpu-cooler-ic4300x4,"400,2800","17.8,40.7",,
SilenX EFZ-120HA3,,https://pcpartpicker.com/product/JzV48d/silenx-cpu-cooler-efz120ha3,"800,2000",,,
Phanteks PH-TC14PE_BL,,https://pcpartpicker.com/product/KbJwrH/phanteks-cpu-cooler-phtc14pebl,"700,1200","13.4,19",,
Zalman CNPS20LQ,,https://pcpartpicker.com/product/JdkD4D/zalman-cnps20lq-liquid-cpu-cooler-cnps20lq,"900,2000","17,36",,120
Cooler Master Gemin II S524,,https://pcpartpicker.com/product/2vMFf7/cooler-master-cpu-cooler-rrg52418pkr2,"800,1800","15.1,31.6",,
Thermaltake CLP0600,,https://pcpartpicker.com/product/DwBv6h/thermaltake-cpu-cooler-clp0600,"1000,2400","19.3,30",,
Phanteks PH-TC14CS_RD,,https://pcpartpicker.com/product/fCTmP6/phanteks-cpu-cooler-phtc14csrd,1300,"13.4,19",,
Silverstone SST-HE01,,https://pcpartpicker.com/product/6xw323/silverstone-cpu-cooler-ssthe01,"500,2000","18,41",,
Scythe SCKC-2100,,https://pcpartpicker.com/product/gQkD4D/scythe-cpu-cooler-sckc2100,"500,1300","9.6,24.7",,
Zalman CNPS8900 Extreme,,https://pcpartpicker.com/product/WyMFf7/zalman-cpu-cooler-cnps8900extreme,"1250,2800","19.5,35",,
Titan TTC-NK54TZ,,https://pcpartpicker.com/product/TwW9TW/titan-cpu-cooler-ttcnk54tz,3500,30.6,,
Masscool 8W5020F1M,,https://pcpartpicker.com/product/fs2kcf/masscool-cpu-cooler-8w5020f1m,"800,2800","20,34",,
Evercool NI2011E-9525EP,,https://pcpartpicker.com/product/WwBv6h/evercool-cpu-cooler-ni2011e9525ep,"1000,3000",28,,
Evercool TTC-NK35TZ/RPW/V3,,https://pcpartpicker.com/product/xhQypg/evercool-cpu-cooler-ttcnk35tzrpwv3,"900,2800","12,31",,
Scythe SCKC-2000,,https://pcpartpicker.com/product/Ts2kcf/scythe-cpu-cooler-sckc2000,"500,1300","9.6,24.7",,
ARCTIC Freezer A30,,https://pcpartpicker.com/product/Qxzv6h/arctic-cooling-cpu-cooler-acfza30,"400,1350",,,
Titan EC-TTC-NC05TZ,,https://pcpartpicker.com/product/JX6BD3/titan-cpu-cooler-ecttcnc05tz,"800,1500","15.3,29",,
Vantec VAF-1225,,https://pcpartpicker.com/product/hNMFf7/vantec-cpu-cooler-vaf1225,"1000,2200","20,32",,
Scythe SCSMZ-2100,,https://pcpartpicker.com/product/pTLypg/scythe-cpu-cooler-scsmz2100,"300,2500","7.2,31.07",,
Phanteks PH-TC14CS_BL,,https://pcpartpicker.com/product/thQypg/phanteks-cpu-cooler-phtc14csbl,700,"13.4,19",,
Thermaltake CLP0596,,https://pcpartpicker.com/product/L3xfrH/thermaltake-cpu-cooler-clp0596,"800,2000","21,44",,
Phanteks PH-TC14CS_BK,,https://pcpartpicker.com/product/D9MFf7/phanteks-cpu-cooler-phtc14csbk,700,"13.4,19",,
Xigmatek Dark Knight SD1283,,https://pcpartpicker.com/product/HP4gXL/xigmatek-cpu-cooler-darkknightsd1283nighthawkedition,"1000,2200",30.1,,
Enermax ELC120-TB,,https://pcpartpicker.com/product/BQkD4D/enermax-elc120-tb-1059-cfm-liquid-cpu-cooler-elc120-tb,"800,2200","17.3,31.2",,120
Enermax ELC120-TA,,https://pcpartpicker.com/product/TvrG3C/enermax-elc120-ta-929-cfm-liquid-cpu-cooler-elc120-ta,"800,2200","18.5,32.8",,120
Phanteks PH-TC90LS,,https://pcpartpicker.com/product/Bfw323/phanteks-cpu-cooler-phtc90ls,"1000,2500","19,26",,
Zalman LQ-315,,https://pcpartpicker.com/product/xfQypg/zalman-lq-315-liquid-cpu-cooler-lq-315,"900,2000",,,120
Gelid Solutions Silent Spirit,,https://pcpartpicker.com/product/Ybbp99/gelid-solutions-silent-spirit-458-cfm-cpu-cooler-cc-spirit-02-a,"900,2400","10,25.8",,
Gelid Solutions Black Edition,,https://pcpartpicker.com/product/9Mzv6h/gelid-solutions-cpu-cooler-ccbedition01a,"750,1600","25.4,25.5",,
Silverstone AR01,,https://pcpartpicker.com/product/H7K7YJ/silverstone-cpu-cooler-ar01,"1000,2200","16.39,33.5",,
Silverstone AR02,,https://pcpartpicker.com/product/t9V48d/silverstone-cpu-cooler-ar02,"1200,2800","16,24",,
Silverstone AR03,,https://pcpartpicker.com/product/pztCmG/silverstone-cpu-cooler-ar03,"1000,2200","16.39,33.5",,
Rosewill ROCC-13001,,https://pcpartpicker.com/product/r2XfrH/rosewill-cpu-cooler-rocc13001,2000,"19.39,31.05",,
Silverstone TD02,,https://pcpartpicker.com/product/jXjG3C/silverstone-td02-925-cfm-liquid-cpu-cooler-td02,"1500,2500","16,33.5",,240
Thermaltake CLP0607,,https://pcpartpicker.com/product/xYMFf7/thermaltake-cpu-cooler-clp0607,"1000,2000","20,39.9",,
Thermaltake CLP0606,,https://pcpartpicker.com/product/y4rG3C/thermaltake-cpu-cooler-clp0606,"800,1600","18,30.2",,
Thermaltake CLP0605,,https://pcpartpicker.com/product/s86BD3/thermaltake-cpu-cooler-clp0605,"800,1600","18,30.2",,
Thermalright TS-120M,,https://pcpartpicker.com/product/7vphP6/thermalright-cpu-cooler-ts120m,"700,1500","17,28.5",,
Thermalright TS-140,,https://pcpartpicker.com/product/97mLrH/thermalright-cpu-cooler-ts140,"900,1300","17,21",,
Dynatron R27,43.95,https://pcpartpicker.com/product/7syFf7/dynatron-cpu-cooler-r27,"1000,3800","16,43.4",,
ARCTIC Freezer A11,65,https://pcpartpicker.com/product/N7kD4D/arctic-cooling-cpu-cooler-ucacofa11001csa01,"500,2000",22.5,,
Enermax ELC-LM120S-TAA,,https://pcpartpicker.com/product/g3V48d/enermax-elc-lm120s-taa-1057-cfm-liquid-cpu-cooler-elc-lm120s-taa,2500,30,,120
Enermax ETS-N30-TAA,,https://pcpartpicker.com/product/JysKHx/enermax-cpu-cooler-etsn30taa,"800,2800","16,27",,
Akasa Nero 3,,https://pcpartpicker.com/product/Qhn2FT/akasa-cpu-cooler-akcc4007ep01,"500,1500",24.6,,
Thermaltake CLP0604,,https://pcpartpicker.com/product/24R48d/thermaltake-cpu-cooler-clp0604,"1200,2100","21,48",,
RAIJINTEK EREBOSS BLACK,,https://pcpartpicker.com/product/jpdqqs/raijintek-cpu-cooler-0r100011,"650,1400",28,,
RAIJINTEK AIDOS,,https://pcpartpicker.com/product/272kcf/raijintek-cpu-cooler-op105246,"1000,2200",28.87,,
Thermaltake MeOrb II,,https://pcpartpicker.com/product/WLrcCJ/thermaltake-cpu-cooler-clp004al08bla,"1500,2500","18.5,28",,
Thermaltake Gravity A1,,https://pcpartpicker.com/product/bzKhP6/thermaltake-cpu-cooler-clp009al09wta,1800,22.3,,
Prolimatech Basic 65,,https://pcpartpicker.com/product/cFTrxr/prolimatech-cpu-cooler-probsc65,"600,1600",,,
Prolimatech Basic 68,,https://pcpartpicker.com/product/CK8H99/prolimatech-cpu-cooler-probsc68,"600,1600",,,
Prolimatech Basic 81,,https://pcpartpicker.com/product/8mGj4D/prolimatech-cpu-cooler-probsc81,"600,1600",,,
Dynatron T459,,https://pcpartpicker.com/product/3pgPxr/dynatron-t459-cpu-cooler-t459,,,,
Xigmatek Loki II,,https://pcpartpicker.com/product/3VnG3C/xigmatek-cpu-cooler-cacs9hh3u07,"1200,2800","20,28",,
Xigmatek Gaia II,,https://pcpartpicker.com/product/FFTrxr/xigmatek-cpu-cooler-cacsxhh3u0a,"800,1500","16,24",,
Evercool HPS-810CP,,https://pcpartpicker.com/product/7Mp323/evercool-cpu-cooler-echps810cp,"1500,4000","16.2,37.5",,
X2 ECLIPSE IV,,https://pcpartpicker.com/product/fK8H99/x2-cpu-cooler-x29862n1pwm,"800,2000","10,24",,
Silverstone TD02-E,,https://pcpartpicker.com/product/ymGj4D/silverstone-td02-e-925-cfm-liquid-cpu-cooler-td02-e,"1500,2500","18,35",,240
Silverstone TD03-E,,https://pcpartpicker.com/product/djX2FT/silverstone-td03-e-925-cfm-liquid-cpu-cooler-td03-e,"1500,2500","18,35",,120
Akasa Venom Voodoo,,https://pcpartpicker.com/product/FGfmP6/akasa-cpu-cooler-akcc4008hp01,"600,1900","6.9,28.9",,
Cooler Master TPC 812XS,,https://pcpartpicker.com/product/3tJkcf/cooler-master-cpu-cooler-rrt81216pkr1,"500,1600","8,30",,
Thermaltake BigTyp Revo.,,https://pcpartpicker.com/product/337wrH/thermaltake-cpu-cooler-clp0602,"800,1800",20,,
Thermalright Macho Zero,,https://pcpartpicker.com/product/McYWGX/thermalright-macho-zero-cpu-cooler-macho-zero,,0,,
Silverstone AR04,,https://pcpartpicker.com/product/27fp99/silverstone-cpu-cooler-ar04,"1500,3400","18,26",,
Xigmatek Dark Knight SD1483 Frostbourne,,https://pcpartpicker.com/product/t8YWGX/xigmatek-cpu-cooler-en6619,"800,1200",18,,
SilentiumPC Grandis XE1236,,https://pcpartpicker.com/product/3KBrxr/silentiumpc-cpu-cooler-grandisxe1236,"500,1500",21,,
Swiftech H140-X,,https://pcpartpicker.com/product/4RJkcf/swiftech-h140-x-90-cfm-liquid-cpu-cooler-h140-x,"700,1800","8.3,28.8",,140
Silverstone TD02-LITE,,https://pcpartpicker.com/product/nK4NnQ/silverstone-td02-lite-925-cfm-liquid-cpu-cooler-td02-lite,"1500,2500","18,35",,240
Silverstone TD03-LITE,,https://pcpartpicker.com/product/fCL7YJ/silverstone-td03-lite-925-cfm-liquid-cpu-cooler-td03-lite,"1500,2500","18,35",,120
RAIJINTEK TISIS,,https://pcpartpicker.com/product/BBZ2FT/raijintek-tisis-702-cfm-sleeve-bearing-cpu-cooler-0r100013,"600,1000",23,,
RAIJINTEK PALLAS Black,,https://pcpartpicker.com/product/zK38TW/raijintek-cpu-cooler-0r100012,"650,1400",28,,
Deepcool Maelstrom 120K,,https://pcpartpicker.com/product/xGqbt6/deepcool-maelstrom-120k-6193-cfm-liquid-cpu-cooler-maelstrom-120k,"600,1800","18.2,32.4",,120
